0,1,2,3,4,5,6,7,8,9,10
other vegetables,berries,,,,,,,,,
whole milk,soda,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
soda,bottled beer,,,,,,,,,
chicken,ice cream,bottled water,,,,,,,,
citrus fruit,canned beer,waffles,chocolate,dish cleaner,,,,,,
rolls/buns,bottled water,,,,,,,,,
rolls/buns,yogurt,Instant food products,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,rum,flour,,,,,,,,
soda,rolls/buns,soda,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
onions,long life bakery product,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
bottled water,red/blush wine,,,,,,,,,
other vegetables,soda,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
root vegetables,hard cheese,pastry,,,,,,,,
frankfurter,dog food,,,,,,,,,
yogurt,sauces,specialty chocolate,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
pastry,liquor,shopping bags,,,,,,,,
whole milk,sugar,whole milk,onions,processed cheese,pip fruit,whole milk,,,,
whole milk,pot plants,domestic eggs,,,,,,,,
beverages,white wine,frozen potato products,,,,,,,,
root vegetables,candy,,,,,,,,,
root vegetables,coffee,napkins,,,,,,,,
sausage,whole milk,yogurt,,,,,,,,
canned beer,yogurt,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
hard cheese,bottled water,specialty fat,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,seasonal products,,,,,,,,,
meat,bottled water,,,,,,,,,
chicken,root vegetables,dish cleaner,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
soda,candles,rolls/buns,,,,,,,,
beverages,domestic eggs,,,,,,,,,
citrus fruit,soda,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
sweet spreads,soda,,,,,,,,,
pork,pasta,fruit/vegetable juice,,,,,,,,
yogurt,butter,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
hamburger meat,beef,bottled beer,whole milk,chocolate,,,,,,
brown bread,dessert,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
other vegetables,male cosmetics,,,,,,,,,
meat,butter milk,,,,,,,,,
pastry,specialty chocolate,,,,,,,,,
bottled beer,long life bakery product,vinegar,pot plants,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whole milk,citrus fruit,butter,pip fruit,,,,,,,
soda,butter milk,whipped/sour cream,,,,,,,,
pork,shopping bags,hygiene articles,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
chewing gum,photo/film,yogurt,long life bakery product,soda,whole milk,,,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,,
chicken,long life bakery product,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
coffee,whole milk,,,,,,,,,
candy,baking powder,canned fish,,,,,,,,
rolls/buns,butter,,,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
tropical fruit,bottled beer,other vegetables,meat,roll products ,,,,,,
pip fruit,butter,bottled water,,,,,,,,
bottled water,shopping bags,,,,,,,,,
specialty chocolate,flour,,,,,,,,,
onions,cream cheese ,baking powder,,,,,,,,
sausage,dessert,,,,,,,,,
yogurt,specialty cheese,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
dessert,cake bar,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
soda,hard cheese,,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
sliced cheese,dessert,cream cheese ,,,,,,,,
meat,sausage,baking powder,pastry,,,,,,,
newspapers,canned beer,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
misc. beverages,oil,,,,,,,,,
frankfurter,sliced cheese,butter,,,,,,,,
sausage,other vegetables,,,,,,,,,
bottled water,beverages,,,,,,,,,
citrus fruit,chewing gum,frozen vegetables,margarine,,,,,,,
beef,soda,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
dessert,packaged fruit/vegetables,,,,,,,,,
citrus fruit,whole milk,frozen vegetables,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
detergent,rolls/buns,,,,,,,,,
tropical fruit,bottled water,dessert,,,,,,,,
pork,yogurt,,,,,,,,,
root vegetables,yogurt,newspapers,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
berries,coffee,margarine,,,,,,,,
root vegetables,dessert,,,,,,,,,
pip fruit,yogurt,syrup,,,,,,,,
rolls/buns,bottled beer,coffee,pastry,brown bread,brown bread,napkins,napkins,,,
tropical fruit,pasta,napkins,,,,,,,,
root vegetables,butter,frozen vegetables,butter,,,,,,,
pastry,frozen fish,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
citrus fruit,frozen dessert,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
soda,coffee,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
hamburger meat,grapes,candy,,,,,,,,
pork,margarine,,,,,,,,,
pip fruit,pot plants,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
frankfurter,pastry,hygiene articles,,,,,,,,
dessert,zwieback,,,,,,,,,
salad dressing,hard cheese,,,,,,,,,
rolls/buns,grapes,yogurt,rolls/buns,whole milk,rolls/buns,,,,,
domestic eggs,brown bread,detergent,,,,,,,,
yogurt,bottled beer,,,,,,,,,
other vegetables,beef,tropical fruit,root vegetables,shopping bags,,,,,,
grapes,whipped/sour cream,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
canned beer,soda,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
sausage,beverages,,,,,,,,,
sausage,mustard,,,,,,,,,
meat,root vegetables,,,,,,,,,
domestic eggs,mayonnaise,coffee,,,,,,,,
frankfurter,berries,,,,,,,,,
hamburger meat,canned beer,other vegetables,canned fruit,,,,,,,
sausage,pasta,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
sugar,candy,,,,,,,,,
ham,citrus fruit,,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
specialty bar,candles,,,,,,,,,
hygiene articles,pastry,bottled beer,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
whole milk,yogurt,yogurt,rolls/buns,,,,,,,
soda,liquor (appetizer),,,,,,,,,
berries,condensed milk,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
root vegetables,soda,other vegetables,,,,,,,,
dog food,white bread,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soda,hard cheese,,,,,,,,,
chocolate marshmallow,brown bread,,,,,,,,,
coffee,margarine,,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
frankfurter,berries,tropical fruit,rolls/buns,,,,,,,
cream cheese ,rice,,,,,,,,,
pastry,ice cream,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
meat,tropical fruit,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
domestic eggs,hamburger meat,shopping bags,,,,,,,,
whole milk,pork,,,,,,,,,
soda,brown bread,,,,,,,,,
pork,soda,,,,,,,,,
finished products,domestic eggs,,,,,,,,,
meat,house keeping products,,,,,,,,,
coffee,soda,,,,,,,,,
hamburger meat,hygiene articles,soda,tropical fruit,,,,,,,
salt,domestic eggs,,,,,,,,,
napkins,whole milk,butter milk,,,,,,,,
cookware,other vegetables,,,,,,,,,
whole milk,rice,,,,,,,,,
canned beer,soda,,,,,,,,,
whole milk,coffee,,,,,,,,,
sugar,spread cheese,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pastry,soda,pastry,,,,,,,,
beef,yogurt,,,,,,,,,
white bread,brown bread,,,,,,,,,
canned beer,organic products,whole milk,frozen dessert,misc. beverages,,,,,,
rolls/buns,shopping bags,cat food,,,,,,,,
pastry,waffles,napkins,,,,,,,,
onions,root vegetables,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
newspapers,sausage,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
butter,flour,fruit/vegetable juice,fruit/vegetable juice,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
shopping bags,napkins,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
soda,pastry,,,,,,,,,
sausage,coffee,,,,,,,,,
domestic eggs,vinegar,chocolate,,,,,,,,
onions,UHT-milk,,,,,,,,,
chocolate,cat food,,,,,,,,,
candy,soda,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
citrus fruit,soda,,,,,,,,,
frankfurter,canned beer,citrus fruit,frozen vegetables,chicken,oil,soda,,,,
rolls/buns,salty snack,salty snack,,,,,,,,
frankfurter,bottled beer,other vegetables,bottled beer,,,,,,,
whole milk,butter milk,rubbing alcohol,fruit/vegetable juice,,,,,,,
other vegetables,soda,brown bread,whole milk,yogurt,cling film/bags,brown bread,pastry,,,
citrus fruit,canned beer,,,,,,,,,
shopping bags,sparkling wine,,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
citrus fruit,chicken,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
onions,bottled beer,,,,,,,,,
fruit/vegetable juice,butter,rolls/buns,,,,,,,,
soda,other vegetables,,,,,,,,,
pork,ice cream,yogurt,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
cream cheese ,frankfurter,root vegetables,yogurt,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
hamburger meat,berries,liquor,cream cheese ,,,,,,,
root vegetables,margarine,,,,,,,,,
pastry,whole milk,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
dessert,cream cheese ,,,,,,,,,
waffles,cling film/bags,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
chocolate,whipped/sour cream,brown bread,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,
beef,bottled beer,specialty chocolate,yogurt,whole milk,,,,,,
soda,misc. beverages,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
grapes,domestic eggs,,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
seasonal products,white bread,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
brown bread,yogurt,,,,,,,,,
root vegetables,whole milk,potato products,,,,,,,,
canned beer,dessert,,,,,,,,,
frankfurter,rolls/buns,newspapers,waffles,,,,,,,
pastry,frozen fish,,,,,,,,,
sausage,photo/film,,,,,,,,,
tropical fruit,other vegetables,pastry,tropical fruit,long life bakery product,bottled water,UHT-milk,fruit/vegetable juice,,,
meat,misc. beverages,,,,,,,,,
grapes,berries,brown bread,,,,,,,,
dog food,hygiene articles,Instant food products,,,,,,,,
other vegetables,rolls/buns,brown bread,,,,,,,,
onions,pastry,shopping bags,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
organic products,root vegetables,,,,,,,,,
sausage,shopping bags,,,,,,,,,
shopping bags,cream cheese ,cream cheese ,,,,,,,,
oil,frozen potato products,,,,,,,,,
pork,rolls/buns,,,,,,,,,
whole milk,soda,pickled vegetables,,,,,,,,
pork,tropical fruit,,,,,,,,,
sugar,butter milk,photo/film,,,,,,,,
chicken,whole milk,,,,,,,,,
newspapers,yogurt,napkins,,,,,,,,
coffee,whole milk,,,,,,,,,
sausage,bottled beer,hygiene articles,,,,,,,,
chicken,sausage,tropical fruit,brown bread,domestic eggs,cake bar,fruit/vegetable juice,canned beer,,,
canned beer,canned beer,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
sugar,processed cheese,,,,,,,,,
sausage,chocolate,,,,,,,,,
brown bread,misc. beverages,,,,,,,,,
soda,rolls/buns,,,,,,,,,
sausage,whole milk,,,,,,,,,
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
berries,onions,,,,,,,,,
canned beer,grapes,UHT-milk,brown bread,,,,,,,
liquor (appetizer),hygiene articles,,,,,,,,,
canned beer,canned beer,,,,,,,,,
mustard,soda,,,,,,,,,
pastry,photo/film,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
other vegetables,pork,rolls/buns,rolls/buns,,,,,,,
sausage,grapes,bottled beer,,,,,,,,
butter,root vegetables,bottled water,whipped/sour cream,red/blush wine,,,,,,
soda,UHT-milk,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
soda,rice,,,,,,,,,
other vegetables,margarine,bottled water,,,,,,,,
other vegetables,bottled water,,,,,,,,,
white bread,curd,bottled water,,,,,,,,
root vegetables,sausage,brown bread,UHT-milk,sliced cheese,frozen vegetables,white bread,,,,
ham,waffles,,,,,,,,,
butter,yogurt,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
shopping bags,citrus fruit,whole milk,sliced cheese,,,,,,,
root vegetables,yogurt,tropical fruit,shopping bags,,,,,,,
pasta,pot plants,liquor,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
hygiene articles,seasonal products,,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
grapes,frozen meals,flower (seeds),,,,,,,,
canned vegetables,napkins,,,,,,,,,
citrus fruit,other vegetables,brown bread,,,,,,,,
root vegetables,frozen meals,salty snack,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
meat,pork,other vegetables,other vegetables,root vegetables,other vegetables,pip fruit,margarine,,,
pip fruit,whole milk,,,,,,,,,
curd,sausage,,,,,,,,,
seasonal products,herbs,spread cheese,pickled vegetables,,,,,,,
canned beer,frozen fish,,,,,,,,,
root vegetables,pastry,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
onions,white wine,,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
canned fish,yogurt,,,,,,,,,
bottled beer,sugar,bottled water,,,,,,,,
beef,specialty chocolate,,,,,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
frozen fish,beef,,,,,,,,,
butter,bottled water,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
whole milk,bottled water,whipped/sour cream,,,,,,,,
pip fruit,frozen vegetables,whipped/sour cream,whipped/sour cream,,,,,,,
specialty bar,pickled vegetables,,,,,,,,,
whole milk,beef,rolls/buns,mustard,,,,,,,
root vegetables,soft cheese,yogurt,bottled water,,,,,,,
other vegetables,shopping bags,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
cream,shopping bags,,,,,,,,,
bottled water,baking powder,UHT-milk,,,,,,,,
canned beer,white wine,chocolate,,,,,,,,
bottled beer,whole milk,,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
hamburger meat,flour,cling film/bags,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
chicken,berries,soda,,,,,,,,
whipped/sour cream,misc. beverages,,,,,,,,,
coffee,brown bread,whole milk,sweet spreads,,,,,,,
tropical fruit,rolls/buns,root vegetables,,,,,,,,
sausage,UHT-milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
chicken,bottled beer,soda,domestic eggs,other vegetables,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
canned beer,yogurt,,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
sausage,shopping bags,shopping bags,,,,,,,,
canned beer,other vegetables,,,,,,,,,
root vegetables,yogurt,specialty bar,,,,,,,,
citrus fruit,brown bread,ketchup,,,,,,,,
popcorn,citrus fruit,,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
berries,tropical fruit,whole milk,soda,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
canned beer,domestic eggs,whole milk,,,,,,,,
soda,frozen meals,,,,,,,,,
nuts/prunes,vinegar,,,,,,,,,
soda,citrus fruit,,,,,,,,,
pastry,newspapers,,,,,,,,,
UHT-milk,tea,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
cream cheese ,soda,,,,,,,,,
rolls/buns,pork,,,,,,,,,
cat food,whole milk,whole milk,,,,,,,,
yogurt,whole milk,shopping bags,,,,,,,,
sausage,whole milk,other vegetables,semi-finished bread,yogurt,,,,,,
fruit/vegetable juice,flower (seeds),,,,,,,,,
sausage,beverages,,,,,,,,,
fruit/vegetable juice,coffee,,,,,,,,,
whole milk,meat,yogurt,yogurt,yogurt,,,,,,
chicken,yogurt,rolls/buns,,,,,,,,
ice cream,meat spreads,,,,,,,,,
whole milk,yogurt,semi-finished bread,,,,,,,,
curd,salty snack,,,,,,,,,
canned beer,margarine,,,,,,,,,
sausage,pork,,,,,,,,,
sauces,herbs,,,,,,,,,
beverages,waffles,,,,,,,,,
sausage,bottled water,,,,,,,,,
domestic eggs,whole milk,napkins,,,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
whole milk,whole milk,,,,,,,,,
beef,butter milk,yogurt,soda,,,,,,,
frankfurter,soda,whipped/sour cream,,,,,,,,
liver loaf,soda,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
meat,whole milk,processed cheese,butter,,,,,,,
other vegetables,newspapers,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
canned beer,curd,,,,,,,,,
liquor,bottled beer,other vegetables,,,,,,,,
yogurt,condensed milk,,,,,,,,,
yogurt,semi-finished bread,flour,,,,,,,,
pork,soda,,,,,,,,,
bottled water,salty snack,,,,,,,,,
yogurt,whole milk,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
bottled beer,rolls/buns,herbs,UHT-milk,,,,,,,
other vegetables,salt,other vegetables,,,,,,,,
tropical fruit,white bread,,,,,,,,,
soda,other vegetables,,,,,,,,,
chewing gum,root vegetables,frozen vegetables,,,,,,,,
soda,soda,,,,,,,,,
butter,dish cleaner,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
beef,canned beer,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
dessert,canned beer,specialty chocolate,,,,,,,,
butter milk,whole milk,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
waffles,sugar,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
liquor,tropical fruit,other vegetables,,,,,,,,
soda,cat food,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
specialty chocolate,cat food,,,,,,,,,
whole milk,margarine,,,,,,,,,
salty snack,yogurt,,,,,,,,,
tropical fruit,other vegetables,rice,,,,,,,,
pastry,onions,,,,,,,,,
bottled water,shopping bags,soda,flour,,,,,,,
pip fruit,white wine,chocolate,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
berries,margarine,,,,,,,,,
whole milk,whipped/sour cream,frozen vegetables,,,,,,,,
ham,pickled vegetables,,,,,,,,,
cereals,rolls/buns,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,chocolate,,,,,,,,,
berries,dog food,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
other vegetables,syrup,,,,,,,,,
frankfurter,specialty chocolate,pip fruit,,,,,,,,
frozen vegetables,root vegetables,,,,,,,,,
chicken,pip fruit,,,,,,,,,
berries,rolls/buns,pastry,,,,,,,,
ice cream,whole milk,margarine,whole milk,,,,,,,
frankfurter,cat food,,,,,,,,,
specialty bar,bottled water,,,,,,,,,
tropical fruit,cake bar,soda,cat food,,,,,,,
salty snack,white bread,,,,,,,,,
margarine,brandy,root vegetables,shopping bags,,,,,,,
pork,cereals,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
root vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,
herbs,rolls/buns,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
sausage,meat,tropical fruit,butter,,,,,,,
meat,pot plants,canned vegetables,,,,,,,,
beef,newspapers,,,,,,,,,
whole milk,white bread,,,,,,,,,
tropical fruit,UHT-milk,candy,,,,,,,,
other vegetables,red/blush wine,curd,,,,,,,,
beef,root vegetables,,,,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
beef,waffles,,,,,,,,,
sausage,other vegetables,tropical fruit,mayonnaise,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
ham,pastry,,,,,,,,,
zwieback,brown bread,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
sausage,bottled beer,root vegetables,,,,,,,,
meat,domestic eggs,,,,,,,,,
canned beer,onions,,,,,,,,,
whole milk,bottled beer,frozen vegetables,,,,,,,,
whole milk,butter,,,,,,,,,
ham,yogurt,,,,,,,,,
waffles,bottled water,,,,,,,,,
canned beer,canned beer,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
soda,pip fruit,pasta,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
bottled water,other vegetables,light bulbs,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
chocolate,pip fruit,rolls/buns,other vegetables,frozen vegetables,,,,,,
frozen fish,whole milk,tropical fruit,butter,coffee,,,,,,
rolls/buns,beef,coffee,,,,,,,,
hamburger meat,dessert,newspapers,,,,,,,,
pip fruit,bottled water,bottled water,,,,,,,,
citrus fruit,soda,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
soda,soda,pip fruit,popcorn,soda,pasta,whole milk,dental care,,,
meat,chicken,yogurt,pip fruit,,,,,,,
bottled beer,yogurt,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
pork,butter,,,,,,,,,
chicken,chicken,,,,,,,,,
bottled beer,yogurt,soda,,,,,,,,
pork,other vegetables,yogurt,white bread,,,,,,,
pip fruit,pastry,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
hard cheese,bottled beer,whole milk,liquor (appetizer),,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
root vegetables,butter,,,,,,,,,
sweet spreads,male cosmetics,,,,,,,,,
whole milk,citrus fruit,butter,dental care,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
flower (seeds),bottled water,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
waffles,semi-finished bread,,,,,,,,,
